0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
-0.51999736,0.07000274,4.0978193e-06,-0.8199959,0.13999918,-1.0500046,-1.6400008,0.6099978,-0.73000467,0.78998923,-0.53999764,0.35000628,0.1500043,0.17000583,-0.009998225,0.5499967,0.14000565,-0.22999814,-0.47999692,-0.7099959
-1.9899973,-0.89000595,-0.4799977,-0.86999434,-0.049996465,0.18999991,-2.5799983,0.85998946,-0.5300042,1.2400405,-0.36999413,0.35999838,0.85999864,0.4800056,-0.86000174,0.5500012,0.1800012,-0.119994745,-1.5099962,-0.119993724
-0.8999978,-0.28000084,-0.329996,0.1800019,-0.6799962,-1.5400032,-1.6700002,0.45000565,-0.010006245,0.050004195,-0.5299951,-0.029994626,0.5500043,0.5100013,0.03000097,0.81998855,0.6800049,-0.15000018,-0.62999725,-0.2299965
-0.58999866,-1.7099999,-0.32999822,-0.2299962,0.27000457,-0.41000074,-2.019999,0.6799952,0.24000321,0.85998845,0.23999874,0.69000316,0.6400001,-0.51999474,-0.36999875,0.14000578,0.90999794,-0.840006,-0.6999978,-1.0299957
-1.0099998,-0.8900012,-0.2799957,-0.16999695,0.3300051,-1.2199978,-1.75,0.26000252,0.0100020245,0.4200044,-0.23999831,0.040004786,0.9000004,0.0700043,-1.4999993,0.44999325,0.77000314,-1.050002,-0.7499973,-0.45999607
-0.53999877,-1.7399998,0.19000223,0.1500017,0.87000227,-1.5200008,-1.7900004,0.38000393,-0.38000128,0.58000183,0.010004193,0.66000295,0.550002,0.07000294,-0.589999,0.5700021,0.34000334,-1.290001,-0.98999876,-1.1299982
-1.0000005,0.32000178,-0.3599961,-1.2699963,-0.23999445,-0.5799989,-2.1499991,0.75999403,-0.3899986,0.8299929,-0.36999178,0.44001067,0.16000293,-0.16999796,-1.0999992,0.87999654,-0.21999656,-0.8100006,-1.5899969,0.14000466
-0.8599977,-0.7900042,-0.14999533,-0.5199972,0.44000217,-0.7500018,-2.1200001,0.8199956,-0.1599983,0.53000057,-0.38999367,-0.34999472,0.26000294,0.5000014,-1.469999,0.77998894,-0.09999415,-1.7100031,-0.9399983,0.14999983
-0.18999787,-0.5500014,0.47000483,0.21000227,0.11000185,-0.88000005,-1.2699996,0.41000506,0.42000264,0.6899973,0.16000159,0.42000443,0.7799942,0.2500054,-1.2899995,0.7099937,0.18000448,-1.5600015,-1.4999986,-0.8799997
-0.5299978,-0.33000496,0.44000164,-0.32999548,0.020004608,-1.7600024,-1.0700002,0.9399907,-0.85000765,0.7499976,-0.64999515,-0.16999555,0.5000025,0.18000335,0.24000171,0.50000596,0.16000536,0.6700011,-0.6399979,0.29000494
-0.38999936,-0.66000056,0.03000427,-1.2799977,-0.28999296,-1.1699936,-0.7199992,0.4299991,-0.1699981,0.6899855,0.22000301,0.5999969,0.42999816,0.049999766,-0.06999762,-0.319995,-0.16999076,0.05000382,-0.76999664,-0.7199969
-0.5599981,-0.53000265,-0.50999564,2.272427e-06,-0.15999492,-1.3800067,-1.6500001,1.0499973,-0.009997323,0.95999223,-0.50999427,0.12000561,0.050004985,-0.12999536,-0.7499988,0.23000036,0.4900023,-0.9700015,-1.1799978,0.57000387
-0.16999844,0.2300049,0.29000485,-0.4199942,-0.9399944,-2.4499984,0.35000017,0.23000714,-1.0899906,0.85998446,-0.6699946,0.28000763,0.53000253,0.70999974,0.010001216,1.1699997,0.28000078,0.29000285,0.15000379,-0.009996235
