0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
0.77999544,0.63000077,-0.3899976,-0.27999502,-1.8500015,-1.1000044,0.060005434,-0.13999605,-0.24999794,0.51000386,-0.28999802,-0.30999604,-0.6199982,0.7500107,-0.14999738,1.0200025,-0.06999524,-0.55999327,-0.5899985,-0.16999727
0.38000506,-0.8300022,0.3200056,0.060004264,-2.8299963,-0.7799989,-0.24999252,0.3000075,0.09999677,1.0199896,0.36000547,0.27999002,-0.24000326,-0.23000082,-0.5399997,1.4200171,-0.109995894,-0.00999641,-0.94000286,0.030001894
0.3099991,0.39000103,-0.099996015,0.23000395,-1.5800004,-1.8100036,0.25000626,-0.38,-0.029997136,0.22999707,0.14999834,0.32000566,-0.099997275,-0.11999859,-0.24000001,-0.03999336,0.19000345,0.46000338,-0.420001,-0.43999925
0.08000587,-2.3199983,-0.38999987,-0.17999734,-2.0400002,-1.0100021,0.1700057,0.14999354,0.6599988,0.5799941,0.23000413,0.57000303,-0.63999605,-0.07999952,-0.34999776,1.0599953,-0.1999967,0.010005772,-1.3600001,0.6700015
1.1700022,-0.6299993,-0.18000059,0.20000339,-2.37,-1.450003,0.22000611,-0.5099991,0.37000433,0.510004,-0.48999962,0.58000326,-0.6599971,-0.28999904,-0.21999803,0.8799952,-0.029996138,0.39000663,-1.1100053,-0.72999597
0.24000421,-0.91999906,0.020002283,-0.35999712,-1.1000001,-1.6200005,0.17000392,-0.09999651,0.55000174,0.3599909,-0.8100022,0.66999793,-0.68999845,-0.87,-0.33999917,0.040004455,0.100002386,0.280003,-1.3199992,0.13000152
0.3100062,-0.45000112,-0.499995,0.46000317,-1.8699993,-0.61000025,0.11000634,-0.30999628,-0.059997294,1.2400072,0.02000524,-0.20999703,-1.269999,0.039999522,-0.9199985,1.1900103,-0.020003453,-0.2499955,-0.3199957,-0.009994768
0.48000687,-1.71,-0.5699973,0.49000168,-2.3499997,-0.980002,-0.2699938,-0.28999493,0.62000513,0.9799988,-0.17000228,-0.07999408,-0.5199993,-0.08999786,-0.68999785,1.480015,0.25000346,-0.10999346,-0.6500024,0.7300035
0.92999464,-1.6800007,-0.80999804,0.4100026,-1.12,-1.32,-0.21999437,0.12000358,0.7500033,0.48000342,0.030001607,0.64000094,-0.5599994,0.05999923,-0.8799976,0.5100025,-0.029996619,0.4900056,-0.7600008,0.81000197
0.4700022,1.1600019,-0.049995884,-0.019995386,-1.1600014,-1.7100041,-0.109994024,0.1600011,-0.42999983,0.48000368,-0.359996,0.1200069,0.050003618,0.15999857,-1.0499979,0.7799979,0.8999947,-0.099993356,-1.090008,-0.29999557
0.66000086,-0.7599984,0.040001895,0.29000112,-0.19000182,-1.6999966,-0.07999406,0.100006506,0.24000695,0.4800059,0.16000423,0.3500088,-0.9699983,1.0100132,-0.7499981,1.0900091,0.30001605,0.2400082,-0.7400064,0.47000185
0.010006942,-1.2399999,-0.70999616,0.26000166,-1.5900013,-0.08000338,-0.1199947,-0.40999416,0.6200056,0.7599969,-0.400003,-0.13999397,-0.4699966,0.5399979,-0.6699989,1.109997,-0.36999476,-0.029994406,0.14000043,0.12000396
0.75000036,0.21000332,-0.43000028,0.1500027,0.94999915,-1.8299981,-0.16999255,0.30000252,-0.5499945,0.33000436,-0.45000127,-0.1699941,-1.0900003,0.41000268,-0.7699981,0.87000144,0.640004,-0.07999395,-0.39999697,-0.17999524
-0.70000005,-0.5,-0.70000005,-0.5,-0.19,-0.4,-0.59,-0.6,-0.69,-0.70000005,-0.4,-0.8000001,-0.48999998,-0.4,-0.4,-0.70000005,-0.6,-0.48999998,-0.4,-0.5
-0.29999995,-0.44,-0.53999996,-0.35999998,-0.38,-0.24000001,-0.27999994,-0.62,-0.47999996,-0.16999996,-0.07999998,-0.35999995,-0.33999997,-0.22,-0.48000002,-0.20999995,-0.5,-0.33999994,0.060000032,-0.56000006
-0.6500001,-0.35,-0.48,-0.5,-0.44,-0.15,-0.36999997,-0.44,-0.42999998,-0.7500002,-0.35,-0.55,-0.42,-0.41,-0.44,-0.45,-0.54,-0.36999997,-0.25,-0.28
0.4700072,-1.5200016,-0.42999384,0.34000272,-2.110001,-0.52000356,0.4500066,-0.5799962,0.5800039,1.1899954,-0.8100062,0.090005875,-0.47000283,0.22000392,-0.23999774,1.7200041,-0.30999613,0.28999346,-0.6299969,-0.60999626
-0.5,-0.5,-0.5,-0.3,-0.32,-0.4,-0.32,-0.4,-0.52,-0.5,-0.3,-0.70000005,-0.62,-0.4,-0.4,-0.6,-0.4,-0.32,-0.4,-0.3
-0.6,-0.4,-0.4,-0.3,-0.12,-0.1,-0.42,-0.4,-0.52,-0.6,-0.4,-0.8000001,-0.32,-0.4,-0.3,-0.70000005,-0.4,-0.42,-0.3,-0.6
-0.45000002,-0.37,-0.6700001,-0.84000015,-0.25,-0.25,-0.5,-0.47,-0.62,-0.43,-0.35,-0.45000002,-0.52,-0.7400001,-0.44,-0.19999997,-0.97000015,-0.54,0.1,-0.57
-0.45999995,-0.6,-0.8000001,-0.52,-0.37,-0.19999993,-0.67,-0.70000005,-0.47,-0.65000004,-0.27999994,-0.39999992,-0.79,-0.5,-0.4,-0.49999994,-0.6,-0.63,-0.48,-0.5
-0.6,-0.4,-0.5,-0.70000005,-0.16,-0.5,-0.56,-0.5,-0.45999998,-0.70000005,-0.5,-0.6,-0.45999998,-0.5,-0.4,-0.8000001,-0.6,-0.56,-0.70000005,-0.5
-0.55999994,-0.4,-0.6,-0.72,-0.64000005,-0.09999994,-0.8400001,-0.8000001,-0.54,-0.9000001,-0.07999996,-0.19999997,-0.35999998,-0.70000005,-0.3,-0.9000001,-0.6,-0.7,-0.27999994,-0.5
-0.39999992,-0.4,-0.6,-0.6,-0.13999999,-0.29999992,-0.53999996,-0.6,-0.42,-0.3199999,-0.19999993,-0.8000001,-0.32,-0.6,-0.4,-0.39999998,-0.5,-0.53999996,-0.24999991,-0.5
-0.35999998,-0.4,-0.6,-0.6,-0.27,-0.5,-0.47,-0.6,-0.37,-0.29999998,-0.4,-0.29999998,-0.27,-0.3,-0.3,-0.6000001,-0.5,-0.57,-0.6,-0.4
-0.31999996,-0.63,-0.37,-0.79,-0.51,-0.20000002,-0.07000002,-0.87,-0.9700001,0.08999992,-0.16999999,-0.67000026,-1.08,-0.83000004,-0.39,0.47,-0.63,-0.37999994,0.71999997,-0.66
-0.6,-0.56,-0.5,-0.44000006,-0.38,-0.28000003,-0.42000002,-0.5,-0.21999998,-0.6000001,-0.30000004,-0.7,-0.5,-0.34000003,-0.42000002,-0.6000001,-0.50000006,-0.32,-0.19999999,-0.48000002
-0.85000014,-0.4,-0.31,-0.22,-0.44,-0.8000001,-0.39,-0.48000002,-0.66,-0.5900001,-0.8600001,-0.6500001,-0.23000002,-0.6600001,-0.23000002,-0.19999997,-0.25,-0.42999998,-0.51,-0.46
-0.6900001,-0.5,-0.6,-0.42999998,-0.14,-0.15,-0.54,-0.70000005,-0.64000005,-0.8000001,-0.32000002,-0.45000005,-0.37,-0.5,-0.5,-0.9500001,-0.70000005,-0.53000003,-0.22000001,-0.70000005
-0.65000015,-0.41,-0.54000014,-0.5400001,-0.02,-0.5,-0.36999995,-0.6400001,-0.6100001,-0.65000015,-0.14999998,-0.44999996,-0.32,-0.30999997,-0.5,-0.75000024,-0.69000006,-0.36999995,0.030000024,-0.69000006
-0.15999989,-0.42999998,-0.5399999,-1.0,-0.34,-0.6100001,-0.14999992,-0.49999994,-0.97000015,-0.10999989,-0.6900002,-0.7,-0.44999993,-0.68000007,-0.35999995,1.7136335e-07,-0.9100001,-0.26999995,0.41000018,-0.40999994
-0.58000016,-0.3,-0.6,-0.5,-0.16,-0.70000005,-0.35999998,-0.5,-0.56,-0.5500001,-0.5,-0.45,-0.35999998,-0.4,-0.3,-0.45,-0.5,-0.35999998,-0.5,-0.5
-0.55999994,-0.5,-0.6,-0.32,-0.45,-0.19999994,-0.75000006,-0.70000005,-0.65000004,-0.9000001,-0.37999997,-0.60000014,-0.77000004,-0.6,-0.5,-0.6,-0.6,-0.40999997,-0.68,-0.5
-0.6,-0.5,-0.5,-0.5,-0.44,-0.4,-0.54,-0.6,-0.34,-0.70000005,-0.4,-0.70000005,-0.24000001,-0.70000005,-0.3,-0.70000005,-0.5,-0.54,-0.44,-0.5
-0.3,-0.5,-0.5,-0.5,-0.22,-0.5,-0.52,-0.6,-0.32,-0.3,-0.4,-0.4,-0.52,-0.4,-0.4,-0.6,-0.4,-0.42,-0.52000004,-0.4
-0.56000006,-0.4,-0.6,-0.4,-0.16,-0.4,-0.45999998,-0.4,-0.45999998,-0.5500001,-0.6,-0.6500001,-0.45999998,-0.4,-0.4,-0.45000002,-0.4,-0.45999998,-0.5,-0.4
-0.48,-0.3,-0.70000005,-0.6,-0.26,-0.3,-0.66,-0.70000005,-0.66,-0.29999992,-0.5,-0.39999992,-0.45999998,-0.4,-0.3,-0.39999992,-0.5,-0.66,-0.4,-0.6
-0.39999998,-0.23,-0.39,-0.58,-0.029999979,-2.2351742e-08,-0.45999995,-0.51,-0.64,-0.6,-0.29999995,-0.49999997,-0.66,-0.51,-0.35,-0.6,-0.8500001,-0.26000005,-0.4,-0.65000004
-0.5,-0.5,-0.4,-0.5,-0.52,-0.5,-0.42,-0.5,-0.42,-0.70000005,-0.5,-0.6,-0.42,-0.6,-0.3,-0.5,-0.5,-0.52,-0.5,-0.4
-0.44000003,-0.2,-0.5,-0.4,-0.32,-0.3,-0.62,-0.6,-0.42,-0.40000004,-0.4,-0.40000004,-0.22,-0.5,-0.3,-0.5,-0.5,-0.52,-0.4,-0.4
-0.5,-0.6,-0.5,-0.70000005,-0.42,-0.4,-0.62,-0.6,-0.42,-0.6,-0.3,-0.6,-0.42,-0.6,-0.5,-0.70000005,-0.6,-0.62,-0.70000005,-0.6
-0.54000014,-0.3,-0.70000005,-0.70000005,-0.39,-0.5,-0.89000005,-0.6,-0.79,-0.35999995,-0.5,-0.19999993,-0.59,-0.9000001,-0.5,0.04000002,-0.8000001,-0.79,-0.5,-0.5
-0.05999992,-0.4,-0.37999994,-0.42,-0.120000005,-0.70000005,-0.21999991,-0.65999997,-0.37999994,-0.05999992,-0.70000005,-0.39999992,-0.35999995,-0.32,-0.32,-0.4600002,-0.70000005,-0.21999991,-0.30999994,-0.52
-0.6,-0.4,-0.70000005,-0.8000001,-0.22,-0.4,-0.42,-0.70000005,-0.52,-0.6,-0.5,-0.70000005,-0.42,-0.4,-0.4,-0.8000001,-0.6,-0.62,-0.70000005,-0.5
-0.6,-0.5,-0.4,-0.5,-0.45,-0.2,-0.55,-0.6,-0.55,-0.5,-0.4,-0.70000005,-0.55,-0.4,-0.4,-0.6,-0.4,-0.55,-0.3,-0.6
-0.53999996,-0.5,-0.5,-0.4,-0.48,-0.3,-0.68,-0.70000005,-0.48,-0.59999996,-0.70000005,-0.4,-0.38,-0.6,-0.4,-0.59999996,-0.5,-0.58,-0.4,-0.6
